zipcode,income_level,grade,borough,cuisine_description,score
10036,medium income,A,MANHATTAN,Mediterranean,12.0
10036,medium income,A,MANHATTAN,Mexican,9.43
10036,medium income,A,MANHATTAN,Middle Eastern,10.25
10036,medium income,A,MANHATTAN,Other,12.0
10036,medium income,A,MANHATTAN,Peruvian,11.6
10036,medium income,A,MANHATTAN,Pizza,8.67
10036,medium income,A,MANHATTAN,Pizza/Italian,10.5
10036,medium income,A,MANHATTAN,Steak,11.0
10036,medium income,A,MANHATTAN,Thai,11.08
10036,medium income,B,MANHATTAN,American,21.0
10036,medium income,B,MANHATTAN,Asian,18.0
10036,medium income,B,MANHATTAN,Chinese,17.5
10036,medium income,B,MANHATTAN,Delicatessen,26.0
10036,medium income,B,MANHATTAN,Italian,18.67
10036,medium income,B,MANHATTAN,Japanese,16.0
10036,medium income,B,MANHATTAN,Mexican,22.33
10036,medium income,B,MANHATTAN,Other,15.0
10036,medium income,B,MANHATTAN,Peruvian,22.0
10036,medium income,B,MANHATTAN,Pizza,20.0
10036,medium income,B,MANHATTAN,Sandwiches,16.0
10036,medium income,B,MANHATTAN,Thai,21.0
10036,medium income,C,MANHATTAN,American,33.0
10036,medium income,C,MANHATTAN,Middle Eastern,11.0
10036,medium income,C,MANHATTAN,Thai,5.0
10036,medium income,P,MANHATTAN,Caf̩/Coffee/Tea,5.0
10036,medium income,P,MANHATTAN,Delicatessen,10.0
10036,medium income,Z,MANHATTAN,American,58.0
10036,medium income,Z,MANHATTAN,Mediterranean,22.0
10037,high income,A,MANHATTAN,French,7.5
10038,high income,A,MANHATTAN,American,8.75
10038,high income,A,MANHATTAN,Asian,9.5
10038,high income,A,MANHATTAN,Bagels/Pretzels,11.2
10038,high income,A,MANHATTAN,Caf̩/Coffee/Tea,4.62
10038,high income,A,MANHATTAN,Donuts,2.0
10038,high income,A,MANHATTAN,Hamburgers,8.0
10038,high income,A,MANHATTAN,Jewish/Kosher,12.0
10038,high income,A,MANHATTAN,Pizza,5.4
10038,medium income,A,MANHATTAN,American,7.59
10038,medium income,A,MANHATTAN,Bagels/Pretzels,10.67
10038,medium income,A,MANHATTAN,Caf̩/Coffee/Tea,5.0
10038,medium income,A,MANHATTAN,Delicatessen,9.8
10038,medium income,A,MANHATTAN,Donuts,6.33
10038,medium income,A,MANHATTAN,French,11.4
10038,medium income,A,MANHATTAN,Greek,7.8
10038,medium income,A,MANHATTAN,Hamburgers,7.33
10038,medium income,A,MANHATTAN,Indian,8.5
10038,medium income,A,MANHATTAN,Irish,8.67
10038,medium income,A,MANHATTAN,"Juice, Smoothies, Fruit Salads",7.0
10038,medium income,A,MANHATTAN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3.75
10038,medium income,A,MANHATTAN,Mexican,8.0
10038,medium income,A,MANHATTAN,Russian,9.0
10038,medium income,A,MANHATTAN,Thai,11.33
10038,medium income,B,MANHATTAN,Delicatessen,16.0
10038,medium income,B,MANHATTAN,Thai,21.0
10038,medium income,C,MANHATTAN,American,33.0
10040,high income,A,MANHATTAN,American,11.17
10040,high income,A,MANHATTAN,Bakery,5.5
10040,high income,A,MANHATTAN,Caf̩/Coffee/Tea,4.0
10040,high income,A,MANHATTAN,Chinese,6.5
10040,high income,A,MANHATTAN,Chinese/Cuban,9.67
10040,high income,A,MANHATTAN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10.25
10040,high income,A,MANHATTAN,Pizza,10.33
10040,high income,A,MANHATTAN,Seafood,7.0
10040,high income,A,MANHATTAN,Spanish,13.0
10040,high income,B,MANHATTAN,American,20.0
10040,high income,B,MANHATTAN,Chinese,17.0
10040,high income,C,MANHATTAN,Bakery,32.0
10040,high income,P,MANHATTAN,Chinese,9.0
10040,high income,Z,MANHATTAN,Bakery,22.0
10044,low income,A,MANHATTAN,American,7.75
10044,low income,A,MANHATTAN,Caf̩/Coffee/Tea,5.0
10044,low income,A,MANHATTAN,Chinese,7.67
10044,low income,A,MANHATTAN,Japanese,9.5
10044,low income,A,MANHATTAN,Pizza/Italian,11.67
10044,low income,A,MANHATTAN,Sandwiches,5.43
10044,medium income,A,MANHATTAN,American,7.75
10044,medium income,A,MANHATTAN,Caf̩/Coffee/Tea,5.0
10044,medium income,A,MANHATTAN,Chinese,7.67
10044,medium income,A,MANHATTAN,Japanese,9.5
10044,medium income,A,MANHATTAN,Sandwiches,5.43
10048,high income,A,MANHATTAN,American,8.33
10065,high income,A,MANHATTAN,American,8.75
10065,high income,A,MANHATTAN,Asian,9.5
10065,high income,A,MANHATTAN,Bagels/Pretzels,7.25
10065,high income,A,MANHATTAN,Bakery,5.75
10065,high income,A,MANHATTAN,Barbecue,7.0
10065,high income,A,MANHATTAN,Caf̩/Coffee/Tea,7.85
10065,high income,A,MANHATTAN,Chicken,10.33
10065,high income,A,MANHATTAN,Delicatessen,10.58
10065,high income,A,MANHATTAN,Donuts,9.83
10065,high income,A,MANHATTAN,French,9.51
10065,high income,A,MANHATTAN,Greek,10.8
10065,high income,A,MANHATTAN,Hamburgers,11.25
10065,high income,A,MANHATTAN,"Ice Cream, Gelato, Yogurt, Ices",9.47
10065,high income,A,MANHATTAN,Indian,9.75
10065,high income,A,MANHATTAN,Italian,9.41
10065,high income,A,MANHATTAN,Japanese,8.95
10065,high income,A,MANHATTAN,Jewish/Kosher,9.5
10065,high income,A,MANHATTAN,"Juice, Smoothies, Fruit Salads",5.25
10065,high income,A,MANHATTAN,Korean,11.0
10065,high income,A,MANHATTAN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10.43
10065,high income,A,MANHATTAN,Mediterranean,9.25
10065,high income,A,MANHATTAN,Mexican,10.33
10065,high income,A,MANHATTAN,Pizza,9.71
10065,high income,A,MANHATTAN,Pizza/Italian,11.5
10065,high income,A,MANHATTAN,Salads,5.0
10065,high income,A,MANHATTAN,Sandwiches,7.33
10065,high income,A,MANHATTAN,Soups & Sandwiches,8.33
10065,high income,A,MANHATTAN,Steak,8.0
10065,high income,A,MANHATTAN,Tapas,8.0
10065,high income,A,MANHATTAN,Tex-Mex,10.67
10065,high income,A,MANHATTAN,Thai,11.67
10065,high income,A,MANHATTAN,Vegetarian,6.0
10065,high income,B,MANHATTAN,American,14.5
10065,high income,B,MANHATTAN,Asian,23.33
10065,high income,B,MANHATTAN,Bagels/Pretzels,21.0
10065,high income,B,MANHATTAN,Barbecue,19.0
10065,high income,B,MANHATTAN,Caf̩/Coffee/Tea,21.67
10065,high income,B,MANHATTAN,Chicken,26.5
10065,high income,B,MANHATTAN,Delicatessen,21.25
10065,high income,B,MANHATTAN,French,16.0
10065,high income,B,MANHATTAN,Greek,24.0
10065,high income,B,MANHATTAN,Indian,24.0
10065,high income,B,MANHATTAN,Italian,19.57
10065,high income,B,MANHATTAN,Japanese,19.83
10065,high income,B,MANHATTAN,Jewish/Kosher,16.0
10065,high income,B,MANHATTAN,Korean,20.0
10065,high income,B,MANHATTAN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",21.5
10065,high income,B,MANHATTAN,Mediterranean,14.0
10065,high income,B,MANHATTAN,Pizza,17.5
10065,high income,B,MANHATTAN,Pizza/Italian,22.5
10065,high income,B,MANHATTAN,Sandwiches,17.0
10065,high income,B,MANHATTAN,Tapas,24.0
10065,high income,B,MANHATTAN,Thai,15.0
10065,high income,C,MANHATTAN,American,41.5
10065,high income,C,MANHATTAN,Bagels/Pretzels,28.0
10065,high income,C,MANHATTAN,"Ice Cream, Gelato, Yogurt, Ices",43.0
10065,high income,C,MANHATTAN,Indian,53.0
10065,high income,C,MANHATTAN,Pizza,29.0
10065,high income,P,MANHATTAN,American,4.33
10065,high income,P,MANHATTAN,Bakery,9.0
10065,high income,P,MANHATTAN,Pizza,5.0
10065,high income,Z,MANHATTAN,Caf̩/Coffee/Tea,5.0
10065,low income,A,MANHATTAN,American,9.21
10065,low income,A,MANHATTAN,Caf̩/Coffee/Tea,7.0
10065,low income,A,MANHATTAN,"Ice Cream, Gelato, Yogurt, Ices",10.75
10065,low income,A,MANHATTAN,Italian,9.43
10065,low income,A,MANHATTAN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10.0
10065,low income,A,MANHATTAN,Tex-Mex,10.67
10065,low income,B,MANHATTAN,American,15.0
10065,low income,B,MANHATTAN,Caf̩/Coffee/Tea,20.5
10065,low income,C,MANHATTAN,American,51.0
10065,low income,P,MANHATTAN,American,1.0
10065,low income,Z,MANHATTAN,Caf̩/Coffee/Tea,5.0
10065,medium income,A,MANHATTAN,American,8.55
10065,medium income,A,MANHATTAN,Barbecue,7.0
10065,medium income,A,MANHATTAN,Caf̩/Coffee/Tea,4.75
10065,medium income,A,MANHATTAN,Delicatessen,11.33
10065,medium income,A,MANHATTAN,Donuts,10.67
10065,medium income,A,MANHATTAN,French,11.0
10065,medium income,A,MANHATTAN,"Ice Cream, Gelato, Yogurt, Ices",9.75
10065,medium income,A,MANHATTAN,Indian,8.0
10065,medium income,A,MANHATTAN,Italian,9.3
10065,medium income,A,MANHATTAN,Japanese,8.62
10065,medium income,A,MANHATTAN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11.0
10065,medium income,A,MANHATTAN,Mexican,10.33
10065,medium income,A,MANHATTAN,Pizza,9.88
10065,medium income,A,MANHATTAN,Sandwiches,7.33
10065,medium income,A,MANHATTAN,Tapas,8.0
10065,medium income,A,MANHATTAN,Thai,11.67
10065,medium income,B,MANHATTAN,Barbecue,19.0
10065,medium income,B,MANHATTAN,French,16.0
10065,medium income,B,MANHATTAN,Italian,14.0
10065,medium income,B,MANHATTAN,Japanese,23.0
10065,medium income,B,MANHATTAN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",21.5
10065,medium income,B,MANHATTAN,Sandwiches,17.0
10065,medium income,B,MANHATTAN,Tapas,24.0
10065,medium income,B,MANHATTAN,Thai,15.0
10065,medium income,C,MANHATTAN,Indian,65.5
10069,high income,A,MANHATTAN,American,6.75
10069,high income,C,MANHATTAN,American,7.0
10075,high income,A,MANHATTAN,American,8.96
10075,high income,A,MANHATTAN,Asian,12.0
10075,high income,A,MANHATTAN,Bagels/Pretzels,10.71
10075,high income,A,MANHATTAN,Bakery,7.22
10075,high income,A,MANHATTAN,Caf̩/Coffee/Tea,10.0
10075,high income,A,MANHATTAN,Chinese,10.25
10075,high income,A,MANHATTAN,Delicatessen,7.2
10075,high income,A,MANHATTAN,Donuts,6.75
10075,high income,A,MANHATTAN,French,9.6
10075,high income,A,MANHATTAN,Greek,11.33
10075,high income,A,MANHATTAN,"Ice Cream, Gelato, Yogurt, Ices",8.0
10075,high income,A,MANHATTAN,Italian,8.79
10075,high income,A,MANHATTAN,Japanese,10.18
10075,high income,A,MANHATTAN,Jewish/Kosher,9.83
10075,high income,A,MANHATTAN,Mediterranean,10.33
10075,high income,A,MANHATTAN,Mexican,7.0
10075,high income,A,MANHATTAN,Pizza,9.17
10075,high income,A,MANHATTAN,Pizza/Italian,10.29
10075,high income,A,MANHATTAN,Sandwiches,7.75
10075,high income,A,MANHATTAN,Seafood,9.33
10075,high income,A,MANHATTAN,Tex-Mex,8.8
10075,high income,A,MANHATTAN,Thai,11.75
10075,high income,A,MANHATTAN,Vegetarian,11.33
10075,high income,B,MANHATTAN,American,21.12
10075,high income,B,MANHATTAN,Asian,15.0
10075,high income,B,MANHATTAN,Chinese,17.0
10075,high income,B,MANHATTAN,Delicatessen,25.0
10075,high income,B,MANHATTAN,Italian,19.2
10075,high income,B,MANHATTAN,Mediterranean,23.0
10075,high income,B,MANHATTAN,Pizza,23.0
10075,high income,B,MANHATTAN,Pizza/Italian,17.0
10075,high income,B,MANHATTAN,Vegetarian,16.0
10075,high income,C,MANHATTAN,American,57.0
10075,high income,C,MANHATTAN,Italian,39.0
10075,high income,C,MANHATTAN,Pizza,51.0
10075,high income,C,MANHATTAN,Pizza/Italian,36.0
10075,high income,P,MANHATTAN,American,13.0
10075,high income,P,MANHATTAN,Bagels/Pretzels,3.5
10075,high income,P,MANHATTAN,Chinese,3.0
10075,high income,P,MANHATTAN,Jewish/Kosher,7.0
10075,high income,Z,MANHATTAN,American,2.0
10075,high income,Z,MANHATTAN,Pizza/Italian,36.0
10075,low income,A,MANHATTAN,American,9.0
10075,low income,A,MANHATTAN,Italian,10.14
10075,low income,A,MANHATTAN,Japanese,8.5
10075,low income,A,MANHATTAN,Seafood,9.33
10075,low income,B,MANHATTAN,Italian,17.5
10075,medium income,A,MANHATTAN,American,8.62
10075,medium income,A,MANHATTAN,Bagels/Pretzels,11.5
10075,medium income,A,MANHATTAN,"Ice Cream, Gelato, Yogurt, Ices",8.0
10075,medium income,A,MANHATTAN,Pizza,11.67
10075,medium income,A,MANHATTAN,Pizza/Italian,12.0
10075,medium income,A,MANHATTAN,Thai,11.75
10075,medium income,B,MANHATTAN,American,21.8
10075,medium income,B,MANHATTAN,Pizza,23.0
10075,medium income,C,MANHATTAN,American,57.0
10075,medium income,C,MANHATTAN,Pizza,51.0
10075,medium income,C,MANHATTAN,Pizza/Italian,36.0
10075,medium income,Z,MANHATTAN,Pizza/Italian,36.0
10103,high income,A,MANHATTAN,Caf̩/Coffee/Tea,6.0
10103,high income,A,MANHATTAN,Sandwiches,4.67
10104,high income,A,MANHATTAN,American,8.0
10104,high income,A,MANHATTAN,Caf̩/Coffee/Tea,4.67
10104,high income,A,MANHATTAN,Italian,11.0
10104,high income,A,MANHATTAN,Mexican,7.0
10104,high income,C,MANHATTAN,American,28.0
10105,high income,A,MANHATTAN,American,6.88
10105,high income,A,MANHATTAN,Caf̩/Coffee/Tea,3.5
10110,high income,A,MANHATTAN,"Juice, Smoothies, Fruit Salads",8.0
10111,high income,A,MANHATTAN,American,4.0
10111,high income,A,MANHATTAN,Mediterranean,7.0
10118,high income,A,MANHATTAN,American,9.2
10118,high income,A,MANHATTAN,Caf̩/Coffee/Tea,4.0
10118,high income,A,MANHATTAN,Japanese,7.0
10118,high income,A,MANHATTAN,Mexican,11.8
10118,high income,A,MANHATTAN,Salads,10.0
10119,high income,A,MANHATTAN,American,7.25
10128,high income,A,MANHATTAN,African,10.0
10128,high income,A,MANHATTAN,American,9.74
10128,high income,A,MANHATTAN,Bakery,4.0
10128,high income,A,MANHATTAN,Caf̩/Coffee/Tea,8.0
10128,high income,A,MANHATTAN,Chinese,10.45
10128,high income,A,MANHATTAN,Delicatessen,10.0
10128,high income,A,MANHATTAN,Donuts,8.33
10128,high income,A,MANHATTAN,French,9.56
10128,high income,A,MANHATTAN,Irish,11.75
10128,high income,A,MANHATTAN,Italian,9.04
10128,high income,A,MANHATTAN,Japanese,8.73
10128,high income,A,MANHATTAN,Jewish/Kosher,4.0
10128,high income,A,MANHATTAN,Mediterranean,11.0
10128,high income,A,MANHATTAN,Mexican,8.67
10128,high income,A,MANHATTAN,Peruvian,11.25
10128,high income,A,MANHATTAN,Pizza,10.65
10128,high income,A,MANHATTAN,Pizza/Italian,8.5
10128,high income,A,MANHATTAN,Sandwiches,8.0
10128,high income,A,MANHATTAN,Seafood,10.0
10128,high income,A,MANHATTAN,Spanish,9.5
10128,high income,A,MANHATTAN,Steak,6.67
10128,high income,A,MANHATTAN,Thai,9.11
10128,high income,B,MANHATTAN,American,19.92
10128,high income,B,MANHATTAN,Caf̩/Coffee/Tea,14.0
10128,high income,B,MANHATTAN,Chinese,19.5
10128,high income,B,MANHATTAN,French,17.0
10128,high income,B,MANHATTAN,Italian,19.8
10128,high income,B,MANHATTAN,Japanese,19.33
10128,high income,B,MANHATTAN,Mexican,22.0
10128,high income,B,MANHATTAN,Peruvian,14.0
10128,high income,B,MANHATTAN,Pizza,17.0
10128,high income,B,MANHATTAN,Pizza/Italian,22.0
10128,high income,B,MANHATTAN,Thai,17.0
10128,high income,C,MANHATTAN,American,30.0
10128,high income,C,MANHATTAN,Italian,4.0
10128,high income,C,MANHATTAN,Japanese,14.0
10128,high income,C,MANHATTAN,Peruvian,29.0
10128,high income,C,MANHATTAN,Pizza,40.0
10128,high income,P,MANHATTAN,Irish,2.0
10128,high income,Z,MANHATTAN,American,3.0
10128,high income,Z,MANHATTAN,Caf̩/Coffee/Tea,10.0
10128,high income,Z,MANHATTAN,French,17.0
10128,high income,Z,MANHATTAN,Japanese,0.0
10128,low income,A,MANHATTAN,African,10.0
10128,low income,A,MANHATTAN,American,10.06
10128,low income,A,MANHATTAN,Caf̩/Coffee/Tea,7.5
10128,low income,A,MANHATTAN,Chinese,11.5
10128,low income,A,MANHATTAN,Donuts,7.5
10128,low income,A,MANHATTAN,Japanese,7.86
10128,low income,A,MANHATTAN,Pizza,10.25
10128,low income,A,MANHATTAN,Steak,6.67
10128,low income,A,MANHATTAN,Thai,10.0
10128,low income,B,MANHATTAN,American,21.0
10128,low income,B,MANHATTAN,Chinese,20.0
10128,low income,B,MANHATTAN,Japanese,20.5
10128,low income,B,MANHATTAN,Pizza,15.0
10128,low income,B,MANHATTAN,Thai,17.0
10128,low income,C,MANHATTAN,American,30.0
10128,low income,C,MANHATTAN,Japanese,14.0
10128,low income,Z,MANHATTAN,American,3.0
10128,low income,Z,MANHATTAN,Japanese,0.0
10128,medium income,A,MANHATTAN,American,11.67
10128,medium income,A,MANHATTAN,Bakery,4.0
10128,medium income,A,MANHATTAN,Chinese,8.0
10128,medium income,A,MANHATTAN,Italian,12.0
10128,medium income,A,MANHATTAN,Japanese,10.25
10128,medium income,A,MANHATTAN,Peruvian,11.25
10128,medium income,A,MANHATTAN,Pizza,11.25
10128,medium income,A,MANHATTAN,Thai,7.0
10128,medium income,B,MANHATTAN,Chinese,19.0
10128,medium income,B,MANHATTAN,Italian,18.0
10128,medium income,B,MANHATTAN,Japanese,17.0
10128,medium income,B,MANHATTAN,Peruvian,14.0
10128,medium income,B,MANHATTAN,Pizza,19.0
10128,medium income,C,MANHATTAN,Italian,4.0
10128,medium income,C,MANHATTAN,Peruvian,29.0
10153,high income,A,MANHATTAN,American,10.67
10154,high income,A,MANHATTAN,Caf̩/Coffee/Tea,5.0
10154,high income,A,MANHATTAN,French,9.33
10166,high income,A,MANHATTAN,Caf̩/Coffee/Tea,0.0
10166,high income,A,MANHATTAN,"Juice, Smoothies, Fruit Salads",0.0
10166,high income,A,MANHATTAN,Other,12.0
10166,high income,A,MANHATTAN,Spanish,9.75
10166,low income,A,MANHATTAN,Spanish,9.75
10167,high income,A,MANHATTAN,American,5.91
10168,high income,A,MANHATTAN,Caf̩/Coffee/Tea,10.75
10168,high income,A,MANHATTAN,Donuts,10.0
10168,high income,A,MANHATTAN,Sandwiches,5.67
10169,high income,A,MANHATTAN,American,6.75
10169,high income,A,MANHATTAN,Asian,10.0
10169,high income,A,MANHATTAN,Bakery,12.0
10169,high income,A,MANHATTAN,Caf̩/Coffee/Tea,9.5
10169,high income,A,MANHATTAN,Chicken,10.0
10169,high income,A,MANHATTAN,Chinese,9.0
10169,high income,A,MANHATTAN,Donuts,11.5
10169,high income,A,MANHATTAN,German,7.5
10169,high income,A,MANHATTAN,Greek,7.0
10169,high income,A,MANHATTAN,Hamburgers,11.0
10169,high income,A,MANHATTAN,Japanese,9.75
10169,high income,A,MANHATTAN,"Juice, Smoothies, Fruit Salads",4.5
10169,high income,A,MANHATTAN,Mexican,10.5
10169,high income,A,MANHATTAN,Middle Eastern,7.5
10169,high income,A,MANHATTAN,Pizza,6.0
10169,high income,A,MANHATTAN,Sandwiches,7.5
10169,high income,A,MANHATTAN,Seafood,11.0
10169,high income,A,MANHATTAN,Soups,5.0
10169,high income,A,MANHATTAN,Thai,4.5
10169,high income,A,MANHATTAN,Vegetarian,10.5
10169,low income,A,MANHATTAN,American,6.75
10170,high income,A,MANHATTAN,"Juice, Smoothies, Fruit Salads",2.0
10171,high income,A,MANHATTAN,American,8.0
10172,high income,A,MANHATTAN,"Juice, Smoothies, Fruit Salads",6.0
10172,low income,A,MANHATTAN,"Juice, Smoothies, Fruit Salads",6.0
10173,high income,A,MANHATTAN,Caf̩/Coffee/Tea,4.33
10174,high income,A,MANHATTAN,American,5.0
10174,high income,A,MANHATTAN,Sandwiches/Salads/Mixed Buffet,9.83
10175,high income,A,MANHATTAN,Pizza,11.5
10176,high income,A,MANHATTAN,American,9.5
10176,high income,A,MANHATTAN,Caribbean,10.0
10178,high income,A,MANHATTAN,American,11.0
10178,high income,A,MANHATTAN,Continental,7.67
10179,high income,A,MANHATTAN,American,5.33
10199,medium income,A,MANHATTAN,American,10.0
10271,high income,A,MANHATTAN,American,8.67
10271,high income,B,MANHATTAN,American,20.0
10279,high income,A,MANHATTAN,Salads,5.67
10281,high income,A,MANHATTAN,Caf̩/Coffee/Tea,6.0
10282,high income,A,MANHATTAN,American,7.0
10282,high income,A,MANHATTAN,Barbecue,5.75
10282,high income,A,MANHATTAN,French,5.0
10285,high income,A,MANHATTAN,American,6.0
10285,high income,P,MANHATTAN,American,16.0
10301,low income,A,STATEN ISLAND,Mexican,12.33
10301,medium income,A,STATEN ISLAND,Mexican,12.33
10304,high income,A,STATEN ISLAND,Mexican,11.0
10304,high income,A,STATEN ISLAND,Pizza/Italian,11.0
10304,high income,B,STATEN ISLAND,Mexican,20.0
10304,high income,B,STATEN ISLAND,Pizza/Italian,21.0
10305,low income,A,STATEN ISLAND,Mediterranean,8.5
10305,medium income,A,STATEN ISLAND,American,9.96
10305,medium income,A,STATEN ISLAND,Bakery,9.23
10305,medium income,A,STATEN ISLAND,Caf̩/Coffee/Tea,7.33
10305,medium income,A,STATEN ISLAND,Chinese,8.88
10305,medium income,A,STATEN ISLAND,Donuts,6.0
10305,medium income,A,STATEN ISLAND,Hamburgers,8.88
10305,medium income,A,STATEN ISLAND,"Ice Cream, Gelato, Yogurt, Ices",8.43
10305,medium income,A,STATEN ISLAND,Italian,9.81
10305,medium income,A,STATEN ISLAND,Japanese,9.33
10305,medium income,A,STATEN ISLAND,Mexican,9.67
10305,medium income,A,STATEN ISLAND,Pizza/Italian,11.5
10305,medium income,A,STATEN ISLAND,Sandwiches,7.0
10305,medium income,A,STATEN ISLAND,Seafood,11.5
10305,medium income,B,STATEN ISLAND,Italian,17.5
10305,medium income,B,STATEN ISLAND,Japanese,18.0
10305,medium income,B,STATEN ISLAND,Mexican,26.0
10305,medium income,B,STATEN ISLAND,Pizza/Italian,23.0
10305,medium income,C,STATEN ISLAND,Bakery,48.0
10305,medium income,C,STATEN ISLAND,Hamburgers,29.0
10305,medium income,C,STATEN ISLAND,Mexican,35.0
10305,medium income,P,STATEN ISLAND,Pizza/Italian,4.0
10306,low income,A,STATEN ISLAND,Eastern European,9.33
10306,medium income,A,STATEN ISLAND,American,9.43
10306,medium income,A,STATEN ISLAND,Caf̩/Coffee/Tea,3.0
10306,medium income,A,STATEN ISLAND,Chicken,9.75
10306,medium income,A,STATEN ISLAND,Chinese,9.78
10306,medium income,A,STATEN ISLAND,Donuts,8.43
10306,medium income,A,STATEN ISLAND,Hamburgers,8.67
10306,medium income,A,STATEN ISLAND,"Ice Cream, Gelato, Yogurt, Ices",7.2
10306,medium income,A,STATEN ISLAND,Italian,10.0
10306,medium income,A,STATEN ISLAND,Pizza,8.0
10306,medium income,A,STATEN ISLAND,Pizza/Italian,9.0
10306,medium income,A,STATEN ISLAND,Southwestern,11.75
10306,medium income,B,STATEN ISLAND,American,19.0
10306,medium income,B,STATEN ISLAND,Chicken,17.0
10306,medium income,B,STATEN ISLAND,Chinese,21.0
10306,medium income,B,STATEN ISLAND,Hamburgers,18.0
