INCOME LEVEL,DBA,STREET
medium income,NYAMMINGS CARRIBEAN RESTAURANT,FRANKLIN AVENUE
medium income,FRIENDS AND LOVERS,CLASSON AVENUE
medium income,ART CAFE + BAR,PACIFIC STREET
medium income,GRAN CASTILLO DE JAGUA RESTAURANT,FLATBUSH AVENUE
medium income,HARTLEY'S,PUTNAM AVENUE
medium income,CITRICO,WASHINGTON AVENUE
medium income,CENT'ANNI,FRANKLIN AVENUE
medium income,FAUN,VANDERBILT AVENUE
medium income,IMPERIAL BIKER BAR,FRANKLIN AVENUE
medium income,AITA RESTAURANT/MAYFLOWER,GREENE AVENUE
medium income,HART'S,FRANKLIN AVENUE
medium income,GOLDEN CHOPSTICKS CHINESE RESTAURANT,FRANKLIN AVENUE
medium income,AMPLE HILLS CREAMERY,VANDERBILT AVENUE
medium income,LITTLE CUPCAKE BAKESHOP,VANDERBILT AVENUE
medium income,YUMMY TACO,WASHINGTON AVENUE
medium income,TOM'S RESTAURANT,WASHINGTON AVENUE
medium income,THE NORM,EASTERN PARKWAY
medium income,ST ENDS,FRANKLIN AVENUE
medium income,ALTA CALIDAD,VANDERBILT AVENUE
medium income,SHARLENE'S,FLATBUSH AVENUE
medium income,FULTON THAI RESTAURANT,FULTON STREET
medium income,CHILO'S,FRANKLIN AVENUE
medium income,NEW HONG CHEONG RESTAURANT,GREENE AVENUE
medium income,MUSE,WASHINGTON AVENUE
medium income,EVE'S LOUNGE,WASHINGTON AVENUE
medium income,C'MON EVERYBODY,FRANKLIN AVENUE
medium income,BANHMIGOS,PARK PLACE
medium income,THE HOLLER,FRANKLIN AVENUE
medium income,NATURAL BLEND,WASHINGTON AVENUE
medium income,HUNKY DORY,FRANKLIN AVENUE
medium income,CAFE - BAR LAIKA,GREENE AVENUE
medium income,TOOKER ALLEY,WASHINGTON AVENUE
medium income,DOMO TACO,FRANKLIN AVENUE
medium income,R&D FOODS,VANDERBILT AVENUE
medium income,MADRE MEXCALERIA,WASHINGTON AVENUE
medium income,NEW COUNTRY HOUSE,FULTON STREET
medium income,NEW VEGETARIAN PALATE,WASHINGTON AVENUE
medium income,LITTLE MISS MUFFIN N HER STUFFIN,WASHINGTON AVENUE
medium income,BANH MI PLACE,WASHINGTON AVENUE
medium income,PEARL INDIAN RESTAURANT,FRANKLIN AVENUE
medium income,NICE PIZZA,FRANKLIN AVENUE
medium income,DRINK,FRANKLIN AVENUE
medium income,CHAVELA'S,FRANKLIN AVENUE
medium income,LOOK BY PLANT LOVE HOUSE,WASHINGTON AVENUE
medium income,ISLAND CZ CAFE,FRANKLIN AVENUE
medium income,AUTUMN ASIAN,FLATBUSH AVENUE
medium income,ZAYTOONS RESTAURANT,VANDERBILT AVENUE
medium income,DAILY PRESS BED-STUY,FRANKLIN AVENUE
medium income,HEIGHTS BAR & GRILL,CLASSON AVENUE
medium income,PENNY HOUSE CAFE,WASHINGTON AVENUE
medium income,GRAN CAFFE DE MARTINI,VANDERBILT AVENUE
medium income,PUERTO VIEJO RESTAURANT,GRAND AVENUE
medium income,KITTEN CAFE,FRANKLIN AVENUE
medium income,THE BAKERY ON BERGEN,BERGEN STREET
medium income,DIVINE EXPRESS CATERING,ATLANTIC AVENUE
medium income,Bagel Pub,FRANKLIN AVENUE
medium income,HADJA MARLEY RESTAURANT,FULTON STREET
medium income,BERGEN BAGELS,FULTON STREET
medium income,NO.1 KITCHEN,WASHINGTON AVENUE
medium income,SUNSHINE CO.,WASHINGTON AVENUE
medium income,RELATIONSHIPS,FULTON STREET
medium income,PEARL INDIAN RESTAURANT,FRANKLIN AVENUE
medium income,DIAMOND REEF,ATLANTIC AVENUE
medium income,ANTONIO'S PIZZA,FLATBUSH AVENUE
medium income,BRANDED SALOON,VANDERBILT AVENUE
medium income,WING WAGON,FLATBUSH AVENUE
medium income,TAYLOR MADE JAMAICAN EATERY,CLASSON AVENUE
medium income,SWEET CHICK,CARLTON AVENUE
medium income,NEPTUNE DINER II,CLASSON AVENUE
medium income,HUNGRY GHOST,STERLING PLACE
medium income,BURGER UR WAY,LINCOLN PLACE
medium income,BLUE MARBLE ICE CREAM,UNDERHILL AVENUE
medium income,LUANNE'S WILD GINGER,FRANKLIN AVENUE
medium income,SCREAMER'S PIZZERIA,FRANKLIN AVENUE
medium income,DAILY PRESS BED-STUY,FRANKLIN AVENUE
medium income,THE FINCH,GREENE AVENUE
medium income,BERG'N BEER HALL/MIGHTY QUINN'S/LANDHAUS/PIZZA BY CHARLIE/ JIANBING,BERGEN STREET
medium income,WEATHER UP,VANDERBILT AVENUE
medium income,LOWERLINE,WASHINGTON AVENUE
medium income,OLDE BROOKLYN BAGEL SHOPPE,VANDERBILT AVENUE
medium income,CHOICE MARKET,LAFAYETTE AVENUE
medium income,CHAVELA'S,FRANKLIN AVENUE
medium income,BLOOM CAFE,FULTON STREET
medium income,OXALIS,WASHINGTON AVENUE
medium income,KE LAI LE ASIAN CUISINE,WASHINGTON AVENUE
medium income,ISLAND CZ CAFE,FRANKLIN AVENUE
medium income,FLOR CAFE,FULTON STREET
medium income,CHERYL'S GLOBAL SOUL,UNDERHILL AVENUE
medium income,MITCHELL'S RESTAURANT,VANDERBILT AVENUE
medium income,3 D'S DELIGHT RESTAURANT & BAKERY,WASHINGTON AVENUE
medium income,NEW HOOD HING CHINESE RESTAURANT,UNDERHILL AVENUE
medium income,BROOKLYN SHAWARMA,FULTON STREET
medium income,ENERGY FUEL,FULTON STREET
medium income,ZAYTOONS RESTAURANT,VANDERBILT AVENUE
medium income,THE ATLANTIC BOAT CLUB,ATLANTIC AVENUE
medium income,KIMCHI GRILL,WASHINGTON AVENUE
medium income,PHARMER JOE,FRANKLIN AVENUE
medium income,(LEWIS DRUG STORE) LOCANDA VINI E OLII,GATES AVENUE
medium income,BUDS AND BEANS CAFE,VANDERBILT AVENUE
medium income,MAC SHACK,FULTON STREET
medium income,NO. 7,GREENE AVENUE
medium income,INAKA,VANDERBILT AVENUE
medium income,FOUR & TWENTY BLACKBIRDS,DEAN STREET
medium income,KAMI SUSHI/YUMMY THAI,FLATBUSH AVE
medium income,HADJA MARLEY RESTAURANT,FULTON STREET
medium income,DUNKIN',FLATBUSH AVENUE
medium income,VAN LEEUWEN ICE CREAM,VANDERBILT AVENUE
medium income,EMMY,FULTON STREET
medium income,MCDONALD'S #23105,ATLANTIC AVENUE
medium income,CLEMENTINE BAKERY,CLASSON AVENUE
medium income,BOROUGH RESTAURANT,FRANKLIN AVENUE
medium income,THE ISLANDS,WASHINGTON AVENUE
medium income,THE WAY STATION,WASHINGTON AVENUE
medium income,WING WAGON,FLATBUSH AVENUE
medium income,BUKA,FULTON STREET
medium income,NEW IMPERIAL KITCHEN,FULTON STREET
medium income,MAYA TAQUERIA,VANDERBILT AVENUE
medium income,SODA BAR,VANDERBILT AVENUE
medium income,MUMBAI PLACE,VANDERBILT AVENUE
medium income,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,FULTON STREET
medium income,CROWN FRIED CHICKEN AND PIZZA,FULTON STREET
medium income,HONG KONG CAFE CHINESE RESTAURANT,FRANKLIN AVENUE
medium income,EMMA'S TORCH CAFE (Inside Library),GRAND ARMY PLZ
medium income,SHANE'S CAFE,WASHINGTON AVENUE
medium income,SWEET CHICK,CARLTON AVENUE
medium income,LITTLE ZELDA,FRANKLIN AVENUE
medium income,BANH MI PLACE,WASHINGTON AVENUE
medium income,DOMO TACO,FRANKLIN AVENUE
medium income,HAPPY WOK,FRANKLIN AVENUE
medium income,HUNGRY GHOST,STERLING PLACE
medium income,TIP TOP BAR AND GRILL,FRANKLIN AVENUE
medium income,BERGEN BAGELS,FULTON STREET
medium income,BEST BURGER PALACE,ATLANTIC AVENUE
medium income,KITCHEN GRILL,FULTON STREET
medium income,GLADY'S,FRANKLIN AVENUE
medium income,CHANCE 11,FULTON STREET
medium income,GEN RESTAURANT,WASHINGTON AVENUE
medium income,BANHMIGOS,PARK PLACE
medium income,KONDITORI,WASHINGTON AVENUE
medium income,NEPTUNE DINER II,CLASSON AVENUE
medium income,EL NOEL ECO-CENTER FOR INTEGRATIVE WELLNESS,CLINTON AVENUE
medium income,UNDERHILL CAFE AND GRILL LLC,DEAN STREET
medium income,SISTERS,FULTON STREET
medium income,EAGLE CITY TEX MEX CHINESE FOOD,FULTON STREET
medium income,AU JUS,WASHINGTON AVENUE
medium income,MISC,FRANKLIN AVENUE
medium income,NEW PEKING,CLASSON AVENUE
medium income,D'ANTAN,CLASSON AVENUE
medium income,EL PASO MEXICAN GRILL,FLATBUSH AVENUE
medium income,THE BREUKELEN COFFEE HOUSE,FRANKLIN AVENUE
medium income,MASAKI TERIYAKI & SUSHI,PUTNAM AVENUE
medium income,THE FLY,CLASSON AVENUE
medium income,ANTONIO'S PIZZA,FLATBUSH AVENUE
medium income,BABY JANE,FULTON STREET
medium income,XOCHITL TAQUERIA,FULTON STREET
medium income,DIWAN GRILL,FRANKLIN AVENUE
medium income,BARCKLAYS PIZZA & PASTA,FULTON STREET
medium income,BELLI OSTERIA,FULTON STREET
medium income,VEGGIES,FRANKLIN AVENUE
medium income,NOURISH THAI,VANDERBILT AVENUE
medium income,SPEEDY ROMEO,CLASSON AVENUE
medium income,CALACA OF BK,PUTNAM AVENUE
medium income,Bagel Pub,FRANKLIN AVENUE
medium income,ALWAYS AND FOREVER CAFE,FULTON STREET
medium income,MILK BAR,VANDERBILT AVENUE
medium income,GLORIETTA BALDY,FRANKLIN AVENUE
medium income,MAISON YAKI,VANDERBILT AVENUE
medium income,NEW HONG CHEONG RESTAURANT,GREENE AVENUE
medium income,SHARLENE'S,FLATBUSH AVENUE
medium income,WASHINGTON AVENUE CAFE,WASHINGTON AVENUE
medium income,THE SOCIAL BUTTERFLY,ATLANTIC AVENUE
medium income,TRI TOWER EATERY,215 STREET
medium income,OUTBACK STEAKHOUSE,BELL BOULEVARD
medium income,STARBUCKS COFFEE # 54771,BELL BLVD
medium income,TB CHINESE CUISINE (CHINESE SZECHUAN),CROSS ISLAND PKWY
medium income,FIVE GUYS FAMOUS BURGERS AND FRIES,26 AVENUE
medium income,BAGEL CLUB,CROSS ISLAND PKWY
medium income,PANERA BREAD,BELL BOULEVARD
medium income,DUNKIN',26 AVENUE
medium income,CLEARVIEW PARK (GOLF COURSE),WILLETS POINT BOULEVARD
medium income,BAYSIDE MARINA SNACK BAR,CROSS ISLAND PARKWAY
medium income,TRI TOWER EATERY,215 STREET
medium income,FIVE GUYS FAMOUS BURGERS AND FRIES,26 AVENUE
medium income,STARBUCKS COFFEE # 54771,BELL BLVD
medium income,JACK'S PIZZA & PASTA,26 AVENUE
medium income,AMC THEATRES,26 AVENUE
medium income,BOSTON MARKET,BELL BOULEVARD
medium income,PONTICELLO BAYBRIDGE PIZZERIA & RESTAURANT,CROSS ISLAND PARKWAY
medium income,AMC THEATRES,26 AVENUE
medium income,BOSTON MARKET,BELL BOULEVARD
medium income,OUTBACK STEAKHOUSE,BELL BOULEVARD
medium income,DUNKIN',26 AVENUE
medium income,Vivo!,CROSS ISLAND PKWY
medium income,BEN'S KOSHER DELI & RESTAURANT,26 AVENUE
medium income,APPLEBEE'S,26 AVENUE
medium income,CLEARVIEW PARK (GOLF COURSE),WILLETS POINT BOULEVARD
medium income,BAY TERRACE POOL & TENNIS CENTER,23 AVENUE
medium income,ANGELO'S PIZZA,GREENPOINT AVENUE
medium income,Fresh Pick,QUEENS PLZ S
medium income,THE NEW THOMPSON DINER,QUEENS BOULEVARD
medium income,SANCHEZ LUNCHONETTE,VERNON BLVD
medium income,NEW YORK DINER,NORTHERN BOULEVARD
medium income,CLEVER BLEND,QUEENS PLAZA SOUTH
medium income,JUQUILA KITCHEN AND BAR,29 STREET
medium income,ALL AMERICAN COFFEE SHOP,37 AVENUE
medium income,LIC CORNER CAFE,45TH RD
medium income,LA ADELITA/EL CORAZON DE MEXICO,50TH AVE
medium income,K.B. GRAND DELI,GREENPOINT AVENUE
medium income,CYCLO,47TH AVE
medium income,OH HOT BAGELS & CAFE,21ST ST
medium income,SWEETLEAF,JACKSON AVENUE
medium income,BOTEQUIM 39 WINE AND BEER,39TH AVE
medium income,NUHMA,GREENPOINT AVENUE
medium income,BIG APPLE EATS,37TH AVE
medium income,CAFE OLE RESTAURANT,36 AVENUE
medium income,KRAVE CHICKEN & BURGER,21ST ST
medium income,UNITED MINERS SOCCER CLUB,45 STREET
medium income,GO NONNA,44TH DR
medium income,L. M. CAFE,44 ROAD
medium income,RED CAFE,21ST ST
medium income,COURTYARD LONG ISLAND CITY/MANHATTAN VIEW,QUEENS PLZ N
medium income,APPLEBEE'S,35 AVENUE
medium income,SWEETLEAF COFFEE ROASTERS,JACKSON AVE
medium income,MBJ - E KIOSK,THOMSON AVENUE
medium income,INDIE LIC,CRESCENT ST
medium income,SEATTLE CAFE,QUEENS BOULEVARD
medium income,SANCHEZ LUNCHONETTE,VERNON BLVD
medium income,MERIT DELI,37 AVENUE
medium income,RCANO EVENTS/STANDARD CAFE,NORTHERN BOULEVARD
medium income,CAFFEINA ESPRESSO BAR,23 STREET
medium income,51ST BAKERY AND CAFE,51 AVENUE
medium income,KINI,35TH AVE
medium income,TD BIG J DELI CORP.,REVIEW AVE
medium income,PACKARD  CAFE,CRESCENT STREET
medium income,DOMAINE WINE BAR,VERNON BOULEVARD
medium income,W XYZ LOUNGE,JACKSON AVE
medium income,DAI HACHI SUSHI,VERNON BLVD
medium income,The Crossbar Cafe,38TH ST
medium income,CORNER BISTRO,VERNON BOULEVARD
medium income,ROSA'S CAFE,38 AVENUE
medium income,MANETTA'S RISTORANTE,JACKSON AVENUE
medium income,TAKUMEN,50TH AVE
medium income,PAN-TASTIC,NORTHERN BOULEVARD
medium income,HOME 2 SUITES BY HILTON,30 STREET
medium income,THE CREEK AND THE CAVE,JACKSON AVENUE
medium income,DUTCH KILLS,JACKSON AVENUE
medium income,GOOD FELLAS PIZZA,40 AVENUE
medium income,THE BEAST NEXT DOOR,27 STREET
medium income,YIN TRADITIONAL HOT POT,JACKSON AVE
medium income,POP'S DELI OF L.I.C.,VERNON BLVD
medium income,THAI TREE,GREENPOINT AVE
medium income,No 5,37TH ST
medium income,DELICIAS MANABITAS RESTAURANT,35 AVENUE
medium income,BANTRY BAY PUBLICK HOUSE,GREENPOINT AVENUE
medium income,FUSION KEBAB HOUSE,23RD ST
medium income,LIC GRILL INDIAN AND AMERICAN CUISINE,21ST ST
medium income,DUNKIN',VERNON BOULEVARD
medium income,ANEMOS,34TH AVE
medium income,NEW GRAND BUFFET,48TH ST
medium income,PUMPERNICKEL BAGEL,44TH DR
medium income,CHUCK E. CHEESE'S,NORTHERN BOULEVARD
medium income,LUCKY PIZZA,BRIDGE PLAZA SOUTH
medium income,21ST LIC DELI & GROCERY,21ST ST
medium income,SOMETHING  SWEET,VERNON BLVD
medium income,CASA ENRIQUE,49 AVENUE
medium income,VIP HEALTHY-FIT-JUICE,38TH ST
medium income,GREEN TEA DELI,41 AVENUE
medium income,DAILY SPOON,JACKSON AVE
medium income,DUNKIN',GREENPOINT AVE
medium income,I-FORTUNE COOKIE,21ST ST
medium income,GLORY DELI & GROCERY,VERNON BOULEVARD
medium income,Cannelle LIC,47 AVENUE
medium income,CITY VIEW RACQUET CLUB,32 PLACE
medium income,SAPPS,JACKSON AVE
medium income,TROPICAL II RESTAURANT,GREENPOINT AVENUE
medium income,FUSION,STEINWAY STREET
medium income,FRIENDLY RESTAURANT,40TH AVE
medium income,MBJ CAFETERIA/LAGUARDIA COMMUNITY COLLEGE,THOMSON AVENUE
medium income,THE FREAKIN RICAN RESTAURANT,34TH AVE
medium income,AMBASSADOR FOOD SERVICES,38 AVENUE
medium income,IL FALCO,44 DRIVE
medium income,HIBINO LIC,JACKSON AVENUE
medium income,ECUADORIAN FOOD RESTAURANT,34 AVENUE
medium income,DUNKIN',21ST ST
medium income,NU LOOK DELI,VERNON BOULEVARD
medium income,JACKSON'S,JACKSON AVENUE
medium income,MIKE'S PIZZA,30 STREET
medium income,HYATT PLACE,43RD AVE
medium income,FIRST STOP BAR & GRILL,QUEENS PLZ S
medium income,LIC HOTEL,21ST ST
medium income,EMPIRE EXPRESS,QUEENS BOULEVARD
medium income,BAREBURGER,VERNON BLVD
medium income,STEINWAY BILLIARD,STEINWAY STREET
medium income,PIZZA FACTORY,47TH AVE
medium income,VIP HEALTHY-FIT-JUICE,38TH ST
medium income,L.A. GOURMET,JACKSON AVENUE
medium income,SLICE,VERNON BLVD
medium income,NIFOROS COFFEE SHOP,11TH ST
medium income,SUSHI DAIZEN,VERNON BLVD
medium income,VERNON GRILLE,VERNON BLVD
medium income,PIATTO,50 AVENUE
medium income,FLAVORS CORNER,41 AVENUE
medium income,MANETTA'S RISTORANTE,JACKSON AVENUE
medium income,TASTE CREME,JACKSON AVE
medium income,WAHEYO MODERN MEXICAN,QUEENS PLZ S
medium income,THE GUTTER,46TH AVE
medium income,THE BUFFS,40TH AVE
medium income,LUZZO'S,CRESCENT ST
medium income,BELLWETHER,VERNON BLVD
medium income,CRANBERRY,42ND RD
medium income,HOUSE OF THAI,40TH AVE
medium income,NEW DAWN RESTAURANT,22 STREET
medium income,LATIN CABANA,STEINWAY STREET
medium income,CITY OWLETS,JACKSON AVE
medium income,PETEY'S BURGER,VERNON BOULEVARD
medium income,DUNKIN',JACKSON AVE
medium income,UNO CHICAGO GRILL,35TH AVE
medium income,MILLIE'S DELI,JACKSON AVENUE
medium income,SUBWAY,35 AVENUE
medium income,TADKA INDIAN CUISINE,43RD AVE
medium income,BRICKTOWN BAGELS & CAFE,VERNON BLVD
medium income,DUNKIN',QUEENS PLZ S
medium income,CYPRIANA,37TH ST
medium income,TERIYAKI 365,NORTHERN BOULEVARD
medium income,SUSHI X,NORTHERN BOULEVARD
medium income,Rincon Melania's,QUEENS BLVD
medium income,ROCCO'S ITALIAN SAUSAGES & PHILLY CHEESESTEAKS,NORTHERN BOULEVARD
medium income,THE STATION CRAFT CUISINE,QUEENS PLZ N
medium income,BOBBY CAFE,VAN DAM ST
medium income,BIRCH COFFEE,47TH AVE
medium income,SUGARDADDY'S,27 STREET
medium income,MBJ FOOD SERVICE,THOMPSON AVENUE
medium income,SILVER KITCHEN,21 STREET
medium income,SPARKS DELI RESTAURANT,BORDEN AVENUE
medium income,CLEAR LAKE,9TH ST
medium income,MU RAMEN,JACKSON AVENUE
medium income,DAY BREAK CAFE RESTAURANT,34 AVENUE
medium income,FOOD CAVE,NORTHERN BOULEVARD
medium income,COMMUNITEA,46TH RD
medium income,SWAY CAFE,34TH AVE
medium income,YARDS BAR & GRILL,SKILLMAN AVE
medium income,KRAVE CHICKEN & BURGER,21ST ST
medium income,LIC MARKET,44 DRIVE
medium income,LIC GRILL INDIAN AND AMERICAN CUISINE,21ST ST
medium income,Boyce Technologies Inc.,PEARSON PL
medium income,51ST BAKERY AND CAFE,51 AVENUE
medium income,CORNER BISTRO,VERNON BOULEVARD
medium income,PANTRY MARKET EATERY,JACKSON AVE
medium income,FAIRFIELD INN & SUITES,40 ROAD
medium income,HOMEMADE TAQUERIA,34 AVENUE
medium income,BEIJA-FLOR,29TH ST
medium income,ROSA'S CAFE,38 AVENUE
medium income,BIEROCRACY,JACKSON AVE
medium income,RED CAFE,21ST ST
medium income,FOUR WINTERS,VERNON BLVD
medium income,CHUCK E. CHEESE'S,NORTHERN BOULEVARD
medium income,YI FANG TAIWAN FRUIT TEA,21ST ST
medium income,LEVANTE,JACKSON AVE
medium income,COURT SQUARE DINER,23 STREET
medium income,ESQUINA TEQUILA,NORTHERN BLVD
medium income,VIA CARAMICO,NORTHERN BOULEVARD
medium income,CHUCK E. CHEESE'S,NORTHERN BOULEVARD
medium income,MOMENTO RESTAURANT,QUEENS PLAZA NORTH
medium income,GAW GAI,JACKSON AVE
medium income,DUNKIN',VERNON BOULEVARD
medium income,SUBWAY,35 AVENUE
medium income,NEW YORK DINER,NORTHERN BOULEVARD
medium income,CITY VIEW RACQUET CLUB,32 PLACE
medium income,MBJ CAFETERIA/LAGUARDIA COMMUNITY COLLEGE,THOMSON AVENUE
medium income,MICHAEL'S CAFE,39 AVENUE
medium income,THE BURGER GARAGE,JACKSON AVENUE
medium income,GLORY DELI & GROCERY,VERNON BOULEVARD
medium income,M. WELLS STEAKHOUSE,CRESCENT STREET
medium income,FRIENDLY RESTAURANT,40TH AVE
medium income,BELLA VIA,VERNON BOULEVARD
medium income,SUZUKI SHOKUDO,31ST ST
medium income,PAN-TASTIC,NORTHERN BOULEVARD
medium income,SUSHI DAIZEN,VERNON BLVD
medium income,MEERA DELI,44 DRIVE
medium income,LEVANTE,JACKSON AVE
medium income,TUK TUK,VERNON BLVD
medium income,TOURNESOL,VERNON BOULEVARD
medium income,RONG RONG CAFE,GREENPOINT AVE
medium income,ALL AMERICAN COFFEE SHOP,37 AVENUE
medium income,CORNER BISTRO,VERNON BOULEVARD
medium income,PUMPERNICKEL BAGEL & DELICATESSEN,44 DRIVE
medium income,DUNKIN',48 STREET
medium income,I-FORTUNE COOKIE,21ST ST
medium income,BIEROCRACY,JACKSON AVE
medium income,CITIBANK EMPLOYEE CAFETERIA,COURT SQUARE
medium income,SUBWAY,21 STREET
medium income,PINK CANARY DESSERTS,JACKSON AVE
medium income,VAN DAM DINER,VAN DAM STREET
medium income,DOHA,31 STREET
medium income,Cannelle LIC,47 AVENUE
medium income,FOOD CAVE,NORTHERN BOULEVARD
medium income,BEIJA-FLOR,29TH ST
medium income,CENTRO PIZZA BAR & ITALIAN KITCHEN,VERNON BLVD
medium income,NELLY'S CAFE,37 AVENUE
medium income,ALEWIFE BREWING COMPANY,51 AVENUE
medium income,DUTCH KILLS CENTRAAL,29TH ST
medium income,PALACE CHICKEN & GRILL,21 STREET
medium income,MISTER CHICKEN II,21ST ST
medium income,JORA RESTAURANT AND BAR,11TH ST
medium income,SOMETHING'S COOKING CATERING,39 AVENUE
medium income,LUCKY PIZZERIA & CAFE,QUEENS PLAZA SOUTH
medium income,5 STAR BANQUET,43RD AVE
medium income,TOBY'S ESTATE COFFEE,JACKSON AVE
medium income,RIVIERA,STEINWAY STREET
medium income,THE INKAN,23 STREET
medium income,LA CHOZA DEL GORDO,NORTHERN BOULEVARD
medium income,PANTRY MARKET EATERY,JACKSON AVE
medium income,PASTELES CAPY,29 STREET
medium income,GOOD TASTE RESTAURANT,29 STREET
medium income,SWEET CHICK,VERNON BLVD
medium income,WOODBINES,VERNON BOULEVARD
medium income,SUSHI X,NORTHERN BOULEVARD
medium income,MADERA CUBAN GRILL,VERNON BOULEVARD
medium income,GOTHAM FRESH FOODS/ SUBWAY,QUEENS PLZ S
medium income,CAFE (FLYING BUFFALO),QUEENS PLZ N
medium income,MCDONALD'S,QUEENS BOULEVARD
medium income,MASSA'S PIZZA OF LIC,28TH ST
medium income,INDIE LIC,CRESCENT ST
medium income,CASA ENRIQUE,49 AVENUE
medium income,SWEETLEAF,JACKSON AVENUE
medium income,OH HOT BAGELS & CAFE,21ST ST
medium income,CLEVER BLEND,QUEENS PLAZA SOUTH
medium income,Rincon Melania's,QUEENS BLVD
medium income,21ST LIC DELI & GROCERY,21ST ST
medium income,GANTRY BAR & KITCHEN,VERNON BLVD
medium income,COMMUNITEA,46TH RD
medium income,CHIPOTLE MEXCIAN GRILL # 2760,JACKSON AVE
medium income,BOTEQUIM 39 WINE AND BEER,39TH AVE
medium income,APPLEBEE'S,35 AVENUE
medium income,THE FREAKIN RICAN RESTAURANT,34TH AVE
medium income,ANGELO'S PIZZA,GREENPOINT AVENUE
medium income,ADDA,THOMSON AVE
medium income,FRESCO DELI CAFE,QUEENS BOULEVARD
medium income,L.A. Pizzeria,JACKSON AVENUE
medium income,MERIT DELI,37 AVENUE
medium income,BOBBY SPOT NUVO CAFE,VAN DAM ST
medium income,COURTYARD LONG ISLAND CITY/MANHATTAN VIEW,QUEENS PLZ N
medium income,BENTON,CRESCENT ST
medium income,CEVABDZINICA SARAJEVO,34 AVENUE
medium income,MR. WONTON,JACKSON AVENUE
medium income,TAMASHII RAMEN,VERNON BLVD
medium income,JUQUILA KITCHEN AND BAR,29 STREET
medium income,THE LOCAL,44 AVENUE
medium income,LIC CORNER CAFE,45TH RD
medium income,KINI,35TH AVE
medium income,KRAVE CHICKEN & BURGER,21ST ST
medium income,LIC GRILL INDIAN AND AMERICAN CUISINE,21ST ST
medium income,DELICIAS MANABITAS RESTAURANT,35 AVENUE
medium income,CAFE OLE RESTAURANT,36 AVENUE
medium income,HOME 2 SUITES BY HILTON,30 STREET
medium income,THE HUNTRESS BAR,41ST AVE
medium income,TD BIG J DELI CORP.,REVIEW AVE
medium income,NIFOROS COFFEE SHOP,11TH ST
medium income,SOMETHING  SWEET,VERNON BLVD
medium income,LUCKY PIZZA,BRIDGE PLAZA SOUTH
medium income,CAFE HENRI,50 AVENUE
medium income,GREEN TEA DELI,41 AVENUE
medium income,UNITED MINERS SOCCER CLUB,45 STREET
medium income,HOWARD JOHNSON LIC,12 STREET
medium income,STEINWAY COFFEE SHOP,STEINWAY ST
medium income,DUNKIN',GREENPOINT AVE
medium income,DAY BREAK CAFE RESTAURANT,34 AVENUE
medium income,BORO HOTEL,27TH ST
medium income,DORIAN CAFE,50 AVENUE
medium income,SUBWAY,JACKSON AVE
medium income,DOMINIE'S HOEK,VERNON BOULEVARD
medium income,LA CHOZA DEL GORDO,NORTHERN BOULEVARD
medium income,JORA RESTAURANT AND BAR,11TH ST
medium income,DUNKIN',QUEENS PLAZA NORTH
medium income,REDSTONE ROCKET,48 AVENUE
medium income,BROOKS 1890 RESTAURANT,JACKSON AVENUE
medium income,GOOD FELLAS PIZZA,40 AVENUE
medium income,SPICE,VERNON BOULEVARD
medium income,THE BARONESS BAR,CRESCENT STREET
medium income,MOTHERSHIP MEAT COMPANY,40TH AVE
medium income,BAKER HOUSE MARKET,CRESCENT ST
medium income,FRESCO DELI CAFE,QUEENS BOULEVARD
medium income,Raj's Indian Kitchen,QUEENS PLZ S
medium income,VAN DAM DELI,VAN DAM STREET
medium income,MAMABITES,28 STREET
medium income,XI'AN FAMOUS FOODS,JACKSON AVE
medium income,Dumpling D'or,QUEENS PLZ N
medium income,UNITED NATIONS FEDERAL CREDIT UNION,44TH RD
medium income,UNITED ARTISTS,38 STREET
medium income,MISTER CHICKEN II,21ST ST
medium income,CEVABDZINICA SARAJEVO,34 AVENUE
medium income,PAN-TASTIC,NORTHERN BOULEVARD
medium income,SMALL KITCHEN,VERNON BOULEVARD
medium income,ETTO ESPRESSO BAR,HUNTER ST
medium income,MANDUCATIS,JACKSON AVENUE
medium income,NEW CHAMPION WOK,41 AVENUE
medium income,TWIST AND SMASH'D SPORTS,STEINWAY STREET
medium income,EMPIRE EXPRESS,QUEENS BOULEVARD
